,position,company_name,rating,location,salary,country,days,salary_num,date
1389,Customer Intelligence Analyst,Emma The Sleep Company,4.8,Frankfurt am Main,nan,Germany,30.0,,2020-05-17
1390,Intern Securitization Research (f/m/d),UniCredit Bank,3.9,München,nan,Germany,6.0,,2020-06-10
1391,Business Analyst,Schrödinger,,München,nan,Germany,30.0,,2020-05-17
1392,Business Analyst,Katering1,,Berlin,nan,Germany,30.0,,2020-05-17
1393,Business Intelligence Analyst,Trade Republic Bank GmbH,,Berlin,nan,Germany,30.0,,2020-05-17
1394,Specialist Market Management (m/f/d),Kia Motors Europe GmbH,,Frankfurt am Main,nan,Germany,19.0,,2020-05-28
1395,Digital Analyst (m/w/d),FUNKE Digital GmbH,,Berlin,nan,Germany,2.0,,2020-06-14
1396,AML Analyst DE (m/f/div) für solarisBank AG,solarisBank,,Berlin,nan,Germany,0.0,,2020-06-16
1397,Database Administrator,Serco Europe,3.5,Köln,nan,Germany,30.0,,2020-05-17
1398,Senior Data Analyst (m/w/d),wenigermiete.de,,Berlin,nan,Germany,30.0,,2020-05-17
1399,Ground-Truth Analyst,Cape Analytics,,München,nan,Germany,30.0,,2020-05-17
1400,Data Manager | Data Analyst (m/w/d) für B2B-Online-Marketing,Lumitos GmbH,,Berlin,nan,Germany,30.0,,2020-05-17
1401,Data Analyst Logistik (m/w/d),admoVa Consulting GmbH,,Bad Camberg,nan,Germany,30.0,,2020-05-17
1402,Data Analyst (d/m/w) als Kundenversteher,TeamBank AG Nürnberg,,Nürnberg,nan,Germany,30.0,,2020-05-17
1403,Supply Chain Analyst (m/f/d),Teva Pharmaceuticals,3.7,Ulm,nan,Germany,14.0,,2020-06-02
1404,(Senior) Data Analyst (m/f/d),Freeletics GmbH,,München,nan,Germany,17.0,,2020-05-30
1405,Political Data Analyst (m/w/d),Cosmonauts and Kings GmbH,,Berlin,nan,Germany,25.0,,2020-05-22
1406,BI Analyst / Manager – Data Analytics (w/m/d),kfzteile24 GmbH,3.7,Berlin-Treptow,nan,Germany,30.0,,2020-05-17
1407,CRO Analyst,Flint Data,,Berlin,68000 € - 75000 € pro Jahr,Germany,30.0,130152000.0,2020-05-17
1408,IT Support Analyst JD Edwards - Finance,VARO Energy,,Hamburg,nan,Germany,30.0,,2020-05-17
1409,Marketing Controller / Marketing Analyst (m/w/d),Getsafe GmbH,,Heidelberg,nan,Germany,9.0,,2020-06-07
1410,Analyst Business Intelligence und Data Warehouse (m/w/d) Pos...,Deutsche Post,3.1,Bonn,nan,Germany,30.0,,2020-05-17
1411,GIS & Geodata Analyst (m/w/d),GEO DATA GmbH,,Westhausen,nan,Germany,30.0,,2020-05-17
1412,Marketing Controller / Marketing Analyst (m/w/d),sevDesk,,Offenburg,nan,Germany,30.0,,2020-05-17
1413,Data Analyst für Process Mining (m/f),DATANOMIQ GmbH,,Berlin,nan,Germany,30.0,,2020-05-17
1414,Senior Berater Data Analyst & Reporting (w/m/d),SIEGER Consulting GmbH,,Köln,nan,Germany,30.0,,2020-05-17
1415,Business Data Analyst (m/w/d),Dr. Scharff + Eiberger GmbH & Co. KG,,Heilbronn,nan,Germany,3.0,,2020-06-13
1416,Corporate Finance/M&A Analyst,CatCap GmbH,,Berlin,nan,Germany,30.0,,2020-05-17
1417,Business- und Data-Analyst,s-dt.de,,Lentföhrden,nan,Germany,30.0,,2020-05-17
1418,Client Onboarding Analyst- Frankfurt,"Jefferies & Company, Inc.",,Frankfurt am Main,nan,Germany,13.0,,2020-06-03
1419,Business Analyst,AWS EMEA SARL (Germany Branch),3.6,Berlin,nan,Germany,30.0,,2020-05-17
1420,Business Analyst (m/w/d) Warenwirtschaftliche Prozesse und S...,REWE,3.4,Köln,nan,Germany,30.0,,2020-05-17
1421,Product Analyst - Tracking - Groceries and New Verticals (f/...,Delivery Hero,3.7,Berlin,nan,Germany,19.0,,2020-05-28
1422,Supply Chain Process & Data Analyst (m/w/d),Fresenius Kabi,3.7,Bad Hersfeld,nan,Germany,30.0,,2020-05-17
1423,Analyst Contractor - Munich (Speculative Application),SYSTEMIQ,,München,nan,Germany,30.0,,2020-05-17
1424,Data Engineer ‏ (d/f/m),Henkel,3.9,Düsseldorf,nan,Germany,30.0,,2020-05-17
1425,"(Senior) Data Analyst, FinTech Analytics (f/m/d)",Delivery Hero,3.7,Berlin,nan,Germany,19.0,,2020-05-28
1426,JavaScript Full-Stack Engineer,TrailStone Group,,Berlin,nan,Germany,10.0,,2020-06-06
1427,Analyst in Risk Controlling (m/f/d),Finance in Motion,,Frankfurt am Main,nan,Germany,4.0,,2020-06-12
1428,Data Analyst,Next Ventures Limited,,Karlsruhe,nan,Germany,5.0,,2020-06-11
1429,Digital Analyst / Web Analyst (m/w/d),Convidera GmbH,,Köln,nan,Germany,13.0,,2020-06-03
1430,AML Analyst,CITI,3.9,Frankfurt am Main,nan,Germany,30.0,,2020-05-17
1431,Fachinformatiker Anwendungsentwicklung (m/w/d) Auszubildende...,SCOOP Software,,Hamburg,1000 € pro Monat,Germany,12.0,1000.0,2020-06-04
1432,Datenbank-Analyst und -Entwickler,LeoSoft GmbH,,Deutschland,nan,Germany,20.0,,2020-05-27
1433,Marketing Analyst (f/m/d),Delivery Hero,3.7,Berlin,nan,Germany,19.0,,2020-05-28
1434,Research Analyst - Retail (m/w/d),Mintel,,Düsseldorf,nan,Germany,30.0,,2020-05-17
1435,Data Analyst (w/m/d),Budde Music Publishing,,Berlin,nan,Germany,30.0,,2020-05-17
1436,Customer and Product Data Analyst,Serrala Group Gmbh,,Hamburg,nan,Germany,30.0,,2020-05-17
1437,Financial Analyst (w/m/d),KLEO Connect,,Berlin,nan,Germany,30.0,,2020-05-17
1438,data analyst / data scientist w/m/d,HFG Service GmbH,2.8,Hamburg,nan,Germany,30.0,,2020-05-17
1439,Business Intelligence Intern,Taxfix,,Berlin,nan,Germany,30.0,,2020-05-17
1440,Data Scientist,JetBrains,,München,nan,Germany,30.0,,2020-05-17
1441,Supply Chain Process and Data Analyst (m/w/d),Melitta,,Minden,nan,Germany,30.0,,2020-05-17
1442,Data Analyst Rental (w/m/d),Arjo,,Kleinmachnow,nan,Germany,30.0,,2020-05-17
1443,Analyst – Corporate Data & Performance (m/w/d),Teamviewer Germany GmbH,3.6,Berlin,nan,Germany,9.0,,2020-06-07
1444,IT Business Analyst,Futurios.com,,Berlin,25000 € - 54000 € pro Jahr,Germany,17.0,47850000.0,2020-05-30
1445,Data Analyst / App Entwickler (m/w/d),Flemming Dental,,Hamburg,nan,Germany,30.0,,2020-05-17
1446,(Junior) Consultant & Analyst (m/w/d) - Yield Management,1&1 Telecommunication SE,,Maintal,nan,Germany,6.0,,2020-06-10
1447,Senior Data Analyst (w/m/d),heycater!,,Berlin,nan,Germany,10.0,,2020-06-06
1448,HEAD OF DATA ANALYTICS (M/W/D),BNP Paribas Cardif,3.9,Stuttgart,nan,Germany,30.0,,2020-05-17
1449,Business Intelligence Analyst,Glatfelter,,Gernsbach,nan,Germany,30.0,,2020-05-17
1450,Data Analyst/Engineer (m/w/d) - Ab Initio,SKS Unternehmensberatung GmbH & Co. KG,,Frankfurt am Main,nan,Germany,30.0,,2020-05-17
1451,Data Analyst (m/w/d),Randstad Deutschland,3.7,Köln,nan,Germany,30.0,,2020-05-17
1452,IT Business Analyst Environmental Health & Safety (f/m/d),HeidelbergCement AG,3.7,Heidelberg,nan,Germany,30.0,,2020-05-17
1453,Junior Data Scientist (Google Cloud) (m/w/d),Sunlab GmbH,,Aschaffenburg,nan,Germany,30.0,,2020-05-17
1454,Junior Market Risk Manager & Analyst (f/m/x),Raiffeisen Capital Management,,Deutschland,nan,Germany,21.0,,2020-05-26
1455,Senior FP&A Analyst,Takeaway.com,3.8,Berlin,nan,Germany,5.0,,2020-06-11
1456,Data Analyst / Data Manager (m/w/d) - Compliance,ISS Facility Services Holding GmbH,3.5,Düsseldorf,nan,Germany,30.0,,2020-05-17
1457,DATA ENGINEER,TD Reply GmbH,,Berlin,nan,Germany,30.0,,2020-05-17
1458,Global People Operations Analyst Germany,Talend,,Bonn,nan,Germany,30.0,,2020-05-17
1459,E-Commerce Business Analyst (w/m/d),porta Möbel GmbH & Co.KG,,Porta Westfalica,nan,Germany,30.0,,2020-05-17
1460,IT System Administrator,Power Integrations,,Ense,nan,Germany,6.0,,2020-06-10
1461,"Applied Scientist, Machine Learning",Zalando,3.1,Berlin,nan,Germany,27.0,,2020-05-20
1462,PURCHASING KEY USER & DATA ANALYST (M/W/D),Valeo,3.9,Erlangen,nan,Germany,30.0,,2020-05-17
1463,Finance Analyst,The European Central Bank,,Frankfurt am Main,nan,Germany,19.0,,2020-05-28
1464,Senior Data Analyst (f/m/div) at solarisBank AG,solarisBank,,Berlin,nan,Germany,30.0,,2020-05-17
1465,OSINT Analyst,Booz Allen Hamilton,3.9,Stuttgart,nan,Germany,16.0,,2020-05-31
1466,Senior Data Scientist (m/f/d),BASF Services Europe GmbH,4.1,Berlin-Friedrichshain,nan,Germany,18.0,,2020-05-29
1467,"Data Analyst - Investment Reporting (m/w/d), befristet auf 2...",Allianz SE (global headquarters),3.9,München,nan,Germany,30.0,,2020-05-17
1468,Senior BI Analyst (m/f/x),Quandoo GmbH,3.1,Berlin,nan,Germany,24.0,,2020-05-23
1469,Business Analyst (m/w/d),PACT COMMUNICATION Group,,München,nan,Germany,4.0,,2020-06-12
1470,Product Lifecycle Management Business Analyst (f/m/d),Essity,3.8,München,nan,Germany,5.0,,2020-06-11
1471,BI Business Analyst (m/w/d),Jochen Schweizer mydays Group,,München,nan,Germany,30.0,,2020-05-17
1472,Financial Controller (w/m/d),WOW Tech Group,4.9,Berlin,nan,Germany,13.0,,2020-06-03
1473,Media Data Analyst (m/w) im Sportmarketing,X Media Sports Consulting,,Landau in der Pfalz,nan,Germany,30.0,,2020-05-17
1474,Web App Analyst (m/f/d),Takeaway.com,3.8,Berlin,nan,Germany,30.0,,2020-05-17
1475,Business Analyst (m/w/d) Data Warehouse,R+V Allgemeine Versicherung AG,3.5,Wiesbaden,nan,Germany,30.0,,2020-05-17
1476,Revenue Assurance Analyst (m/w/d) Analytical Processes & Mon...,Telefonica,3.9,München,nan,Germany,7.0,,2020-06-09
1477,Data Analyst / IIoT Projektingenieur (m/w/d),WIKA Alexander Wiegand SE & Co. KG,3.7,Klingenberg am Main,nan,Germany,30.0,,2020-05-17
1478,CSSP Cyber Threat Intelligence Analyst,ECS Federal LLC,,Stuttgart,nan,Germany,30.0,,2020-05-17
1479,IT Business Analyst,Schenker AG Head Office,,Essen,nan,Germany,30.0,,2020-05-17
1480,IT Support Analyst (m/f/d),GfK,3.7,Baden-Baden,nan,Germany,30.0,,2020-05-17
1481,BI Analyst (m/f/d),Taledo,4.7,Berlin,nan,Germany,11.0,,2020-06-05
1482,Talent Operations Analyst,Veeva Systems,,Berlin,nan,Germany,30.0,,2020-05-17
1483,Business Intelligence Developer and Analyst (m/w/d),Sky Deutschland,3.6,München,nan,Germany,30.0,,2020-05-17
1484,Junior Project Manager,SURVEYENGINE,,Berlin,nan,Germany,7.0,,2020-06-09
1485,Senior Data Scientist (m/w/d),Interone GmbH,4.0,Hamburg,nan,Germany,30.0,,2020-05-17
1486,Data Scientist / Business Analyst / Big Data Expert,committance AG,,Koblenz,nan,Germany,30.0,,2020-05-17
1487,Actuarial Data Scientist (m/w/d) in der Allianz Digital Heal...,Allianz Digital Health GmbH,,München,nan,Germany,1.0,,2020-06-15
1488,Maritime Analyst,Booz Allen Hamilton,3.9,Stuttgart,nan,Germany,13.0,,2020-06-03
1489,Intern / working-student: Business Analyst (m/w/d),Cosi hospitality group,,Berlin,nan,Germany,30.0,,2020-05-17
1490,Risk Data Analyst (m/f/d) for Credit Decisions,UniCredit Bank,3.9,München,nan,Germany,18.0,,2020-05-29
1491,Product Manager (m/w/d),claimsforce GmbH,,Hamburg,nan,Germany,27.0,,2020-05-20
1492,Junior Reinsurance Analyst for Analytics and Pricing (m/f/d),Allianz Global Corporate & Specialty,3.9,München,nan,Germany,23.0,,2020-05-24
1493,Junior Business-Analyst (m/w/D),Finanz-DATA,,Gotha,nan,Germany,30.0,,2020-05-17
1494,Data Engineer (w/m/d),Dracoon GmbH,3.8,Regensburg,nan,Germany,10.0,,2020-06-06
1495,UX Researcher *,GameDuell GmbH,,Berlin,nan,Germany,30.0,,2020-05-17
1496,Big Data Business Analyst (m/w/d),ESE Engineering und Software-Entwicklung GmbH,,Berlin,nan,Germany,30.0,,2020-05-17
1497,Big Data Analyst im steuerlichen Umfeld (m/w/d) (in Vollzeit...,LKC,,Ottobrunn,nan,Germany,30.0,,2020-05-17
1498,Financial Analyst (m/f/d),Lear Corporation,3.9,Remscheid,nan,Germany,30.0,,2020-05-17
1499,Test Analyst,Schenker AG Head Office,,Essen,nan,Germany,30.0,,2020-05-17
1500,Financial Analyst,Videojet,,Limburg an der Lahn,nan,Germany,26.0,,2020-05-21
1501,(Senior) Data Analyst – Qlik (m/f/d),Amer Sports,,Garching bei München,nan,Germany,30.0,,2020-05-17
1502,Business Intelligence Analyst (m/w/d),Stadtwerke Schwäbisch Hall GmbH,,Schwäbisch Hall,nan,Germany,30.0,,2020-05-17
1503,Business Analyst / Requirements Engineer (m/w/d) Retail & In...,ING-DiBa AG,4.0,Frankfurt am Main,nan,Germany,30.0,,2020-05-17
1504,Identity Intelligence Analyst,Booz Allen Hamilton,3.9,Wiesbaden,nan,Germany,30.0,,2020-05-17
1505,Data/Web Analyst (m/w/d),Hays,3.6,Hamburg,nan,Germany,9.0,,2020-06-07
1506,Deployment Strategist (m/f/d),Sinceritas,,Bielefeld,nan,Germany,6.0,,2020-06-10
1507,Sales Operations Manager (f/m/d),zenloop GmbH,,Berlin,nan,Germany,11.0,,2020-06-05
1508,"Berater Business Intelligence (m/w/d) – (Data Engineer, Data...",initions innovative IT solutions AG,,Hamburg,nan,Germany,30.0,,2020-05-17
1509,Scheduling Analyst,Decypher,,Ramstein-Miesenbach,nan,Germany,6.0,,2020-06-10
1510,Junior Data Scientist (Google Cloud) (m/w/d),Thomann.io,,Aschaffenburg,nan,Germany,30.0,,2020-05-17
1511,Business Analyst - Labor Planning,Amazon EU SARL(Germany Branch),3.6,Krefeld,nan,Germany,30.0,,2020-05-17
1512,GD Lead,Afiniti,,Berlin,nan,Germany,23.0,,2020-05-24
1513,Market Research Analyst / (Junior) Projektmanager in der Mar...,SKIM,,Berlin,nan,Germany,27.0,,2020-05-20
1514,(Sr.) Business Analyst (m/w/d),Biogen,,München,nan,Germany,17.0,,2020-05-30
1515,Junior Process Automation Specialist / Business Analyst / Ne...,"CGI Group, Inc.",3.6,Hamburg,nan,Germany,30.0,,2020-05-17
1516,Business Analyst / IT Application Specialist (m/f/d),CENTOGENE AG,4.3,Rostock,nan,Germany,30.0,,2020-05-17
1517,Test & QA Engineer (w/m/d),Westernacher Solutions GmbH,,Frankfurt am Main,nan,Germany,6.0,,2020-06-10
1518,Fraud Manager - Payments,Payments and Cards Network,,Berlin,80000 € pro Jahr,Germany,30.0,153120000.0,2020-05-17
1519,Database Marketing Analyst (m/w/d),Rabobank,,Frankfurt am Main,nan,Germany,30.0,,2020-05-17
1520,DATA WAREHOUSE ARCHITECT (F/M/D) | SME Services,Bauer Media Group,3.4,Hamburg,nan,Germany,12.0,,2020-06-04
1521,Senior Data Analyst (m/w/x),The Female Company,,Berlin,nan,Germany,30.0,,2020-05-17
1522,Employee Relations and Investigations Partner,Google,4.3,Hamburg,nan,Germany,30.0,,2020-05-17
1523,Head of Business Intelligence (m/f/d),expondo GmbH,4.5,Berlin,nan,Germany,10.0,,2020-06-06
1524,Data Scientist / Analyst IT (w/m/d) Audit Center of Competen...,KPMG,4.0,Berlin,nan,Germany,30.0,,2020-05-17
1525,(Senior) Web Analyst (f/m/d),"real,- Digital Payment & Technology Services GmbH",,Köln,nan,Germany,3.0,,2020-06-13
1526,(Senior) Data Architect / Analyst (m/w/d),IUBH Internationale Hochschule GmbH,,München,nan,Germany,6.0,,2020-06-10
